Function Name, Cumulative Stack Size, Branch Type
"sns_sam_stop_sensor_data",1832,Recursive
"sns_usam_init",1832,Recursive
"sns_sam_rm_sensor_for_algo",1824,Recursive
"rfsa_stat_helper",1816,Recursive
"sns_dd_acc_bma2x2_set_attr",1816,Recursive
"sns_dd_alsprx_set_powerstate.part.3",1816,Recursive
"sns_sam_add_client_req.part.5",1816,Recursive
"rfsa_create_file_helper",1808,Recursive
"sns_dd_acc_bma2x2_reset",1808,Recursive
"smgr_process_sensor_event",1800,Recursive
"sns_dd_mpu6xxx_reset",1800,Recursive
"sns_dd_mpu6xxx_set_attr",1800,Recursive
"sns_usam_task",1800,Recursive
"sns_sam_get_modem_info_delayed",1792,Recursive
"sns_sam_send_smgr_stop_req",1792,Recursive
"mpu6515_parse_nv_params",1784,Recursive
"qmi_fw_init",1784,Recursive
"sns_dd_acc_bma2x2_interrupt_handler",1784,Recursive
"sns_dd_alsprx_isl29028_init",1784,Recursive
"sns_dd_mpu6xxx_reset_device",1784,Recursive
"sns_rh_sol_find_and_delete_report",1784,Recursive
"sns_rh_sol_handle_pending_rpt",1784,Recursive
"sns_sam_send_modem_scenarios_req",1784,Recursive
"qmi_ping_service_start",1776,Recursive
"sns_dd_acc_bma2x2_config_bw",1776,Recursive
"sns_dd_acc_bma2x2_trigger_fifo_data",1776,Recursive
"sns_dd_alsprx_isl29028_handle_timer",1776,Recursive
"sns_dd_gyro3050_self_test",1776,Recursive
"sns_sam_start_sensor_data",1776,Recursive
"mpu6515_handle_irq",1768,Recursive
"mpu6515_set_attr",1768,Recursive
"sns_dd_alsprx_ltr55x_handle_irq",1768,Recursive
"sns_dd_alsprx_ltr55x_handle_timer",1768,Recursive
"sns_dd_bmi160_self_test",1768,Recursive
"sns_sam_init_algos",1768,Recursive
"mpu6515_trigger_fifo_data",1760,Recursive
"qmi_ping_service_thread",1760,Recursive
"sns_dd_alsprx_isl29044a_handle_timer",1760,Recursive
"sns_sam_add_sensor_for_algo",1760,Recursive
"sns_sam_motion_state_update",1760,Recursive
"sns_sam_process_req_q",1760,Recursive
"sns_sam_update_smgr_req",1760,Recursive
"egs_sam_update",1752,Closed
"sns_dd_mpu6xxx_handle_irq",1752,Recursive
"sns_dd_mpu6xxx_reset_sub_dev",1752,Recursive
"sns_dd_mpu6xxx_set_powerstate",1752,Recursive
"sns_rh_sol_delete_report",1752,Recursive
"sns_sam_delete_client_req",1752,Recursive
"sns_sam_sensor_data_stop_ind",1752,Recursive
"bma2x2_fifo_data_read_out_frames",1744,Recursive
"sns_dd_als_max44009_init",1744,Recursive
"sns_dd_alsprx_tmd277x_init",1744,Recursive
"sns_sam_handle_prov_tbl",1744,Recursive
"sns_sam_motion_client_update",1744,Recursive
"egs_sam_process_ind",1736,Closed
"mpu6515_parse_fifo_data",1736,Recursive
"qmi_ping_register_service",1736,Recursive
"sns_dd_acc_kxcjk_self_test",1736,Recursive
"sns_dd_acc_kxtik_self_test",1736,Recursive
"sns_dd_acc_lis3dsh_run_test",1736,Recursive
"sns_dd_alsprx_isl29147_init",1736,Recursive
"sns_dd_apds9950_handle_irq",1736,Recursive
"sns_dd_bmi160_set_attr",1736,Recursive
"sns_sam_handle_req",1736,Recursive
"sns_sam_send_motion_int_reg",1736,Recursive
"sns_sam_send_smgr_start_req",1736,Recursive
"sns_sam_switch_smgr_data_req",1736,Recursive
"sns_sam_update_power_vote",1736,Recursive
"sns_dd_alsprx_ltr55x_run_test",1728,Recursive
"sns_dd_apds9950_handle_timer",1728,Recursive
"sns_dd_gyro_bmg160_self_test",1728,Recursive
"sns_dd_mpu6050_handle_st_timer",1728,Recursive
"sns_dd_mpu6xxx_handle_timer",1728,Recursive
"sns_sam_kickstart_modem_scn_algo",1728,Recursive
"sns_sam_process_resp_q",1728,Recursive
"sns_sam_req_reg_data",1728,Recursive
"sns_sam_send_sensor_info_req",1728,Recursive
"sns_sam_time_send_sync_req",1728,Recursive
"sns_scm_reg_algo_svc",1728,Recursive
"sns_dd_alsprx_init_data_struct",1720,Recursive
"sns_dd_bmi160_interrupt_handler",1720,Recursive
"sns_dd_gyr_run_test",1720,Recursive
"sns_sam_process_ind_q",1720,Recursive
"mpu6515_disable_interrupt",1712,Recursive
"mpu6515_handle_st_timer",1712,Recursive
"mpu6515_handle_timer",1712,Recursive
"sns_dd_acc_lis3dsh_SW_selftest",1712,Recursive
"sns_dd_acc_mc3410_self_test",1712,Recursive
"sns_dd_acc_mma8452_self_test",1712,Recursive
"sns_dd_alsprx_isl29044a_init",1712,Recursive
"sns_rh_process_md_int_disabled_sig",1712,Recursive
"sns_scm_reg_algo",1712,Recursive
"apds9950_dd_handle_device_indication",1704,Recursive
"sns_dd_acc_lsm303d_SW_selftest",1704,Recursive
"sns_dd_als_max44006_init",1704,Recursive
"sns_dd_ams_tmg399x_init",1704,Recursive
"sns_dd_lsm303d_run_test",1704,Recursive
"sns_dd_mpu6xxx_set_odr",1704,Recursive
"sns_sam_handle_resp",1704,Recursive
"ping_data_ind_registration",1696,Recursive
"sns_dd_acc_lis3dsh_handle_irq",1696,Recursive
"sns_dd_acc_lis3dsh_set_attr",1696,Recursive
"sns_dd_alsprx_data_ready",1696,Recursive
"sns_dd_alsprx_isl29147_reset",1696,Recursive
"sns_dd_gyr_handle_irq",1696,Recursive
"sns_dd_max44006_handle_timer",1696,Recursive
"sns_rh_update_sensor_event",1696,Recursive
"sns_sam_handle_ind",1696,Recursive
"qmag_cal_scm_update",1688,Recursive
"sns_dd_als_max44009_set_attrib",1688,Recursive
"sns_dd_alsprx_data_ready",1688,Recursive
"sns_sam_mr_send",1688,Recursive
"sns_sam_process_smgr_item",1688,Recursive
"mpu6515_run_device_recovery",1680,Recursive
"sns_dd_ad7146_handle_timer",1680,Recursive
"sns_dd_alsprx_al3320b_init",1680,Recursive
"sns_dd_alsprx_ap3216c_init",1680,Recursive
"sns_dd_alsprx_cm36283_init",1680,Recursive
"sns_dd_alsprx_isl29028_reset",1680,Recursive
"sns_dd_alsprx_isl29044a_data_ready",1680,Recursive
"sns_dd_alsprx_isl29147_set_attrib",1680,Recursive
"sns_dd_alsprx_set_powerstate",1680,Recursive
"sns_dd_apds9950_init",1680,Recursive
"sns_dd_apds99xx_handle_irq",1680,Recursive
"sns_dd_bmi160_set_attr_odr.isra.13",1680,Recursive
"sns_dd_mag_yas_handle_timer",1680,Recursive
"ping_resume_cb",1672,Recursive
"send_indications.part.1",1672,Recursive
"sns_dd_als_bh1721_init",1672,Recursive
"sns_dd_alsprx_isl29044a_reset",1672,Recursive
"sns_dd_apds99xx_handle_timer",1672,Recursive
"sns_dd_apds99xx_init",1672,Recursive
"sns_dd_max44006_oem_test_gain_trim.isra.11",1672,Recursive
"sns_dd_mpu6050_test_notify",1672,Recursive
"sns_sam_init_clients",1672,Recursive
"ping_response",1664,Recursive
"sns_dd_acc_bma2x2_test_notify",1664,Recursive
"sns_dd_acc_kxcjk_interrupt_handler",1664,Recursive
"sns_dd_acc_kxtik_interrupt_handler",1664,Recursive
"sns_dd_acc_mc3410_handle_irq",1664,Recursive
"sns_dd_acc_mma8452_handle_irq",1664,Recursive
"sns_dd_alsprx_al3320b_run_test",1664,Recursive
"sns_dd_alsprx_ap3216c_run_test",1664,Recursive
"sns_dd_alsprx_cm36283_run_test",1664,Recursive
"sns_dd_ams_tmg399x_run_test",1664,Recursive
"sns_dd_bmi160_test_notify",1664,Recursive
"sns_rh_process_md_int_enabled_sig",1664,Recursive
"sns_rh_process_md_int_sig",1664,Recursive
"sns_sam_handle_sensors_heap_lowmem_event",1664,Recursive
"lib_qurt_init",1656,Recursive
"max44006_dd_read_rgb_registry",1656,Recursive
"sns_dd_acc_kxcjk_test_notify",1656,Recursive
"sns_dd_acc_kxtik_test_notify",1656,Recursive
"sns_dd_acc_lis3dh_handle_int",1656,Recursive
"sns_dd_acc_lis3dsh_SWtest_notify",1656,Recursive
"sns_dd_acc_lis3dsh_turnoff_dbt",1656,Recursive
"sns_dd_acc_lsm303d_SWtest_notify",1656,Recursive
"sns_dd_acc_mc3410_test_notify",1656,Recursive
"sns_dd_acc_mma8452_test_notify",1656,Recursive
"sns_dd_alsprx_isl29147_run_test",1656,Recursive
"sns_dd_ams_tmd277x_alsprx_run_test",1656,Recursive
"sns_dd_apds99xx_handle_device_indication",1656,Recursive
"sns_dd_gyr_SWtest_notify",1656,Recursive
"sns_dd_gyro3050_test_notify",1656,Recursive
"sns_dd_gyro_bmg160_test_notify",1656,Recursive
"sns_dd_read_registry",1656,Recursive
"sns_sam_init_cb",1656,Recursive
"max44006_dd_read_als_registry",1648,Recursive
"sns_dd_als_max44006_reset",1648,Recursive
"sns_dd_alsprx_init_data_struct",1648,Recursive
"sns_sam_handle_pm_event",1648,Recursive
"sns_sam_mr_qcsi_reg",1648,Recursive
"sns_ssm_init",1648,Recursive
"sns_rh_sol_schedule_report",1640,Recursive
"sns_sam_algo_add_output",1640,Recursive
"sns_sam_send_batched_output",1640,Recursive
"main",1632,Recursive
"sns_ddf_smgr_notify_event",1632,Recursive
"sns_rh_process_buffering_report_sigs",1632,Recursive
"sns_dd_als_max44009_get_data",1624,Recursive
"sns_dd_gyr_trigger_fifo",1624,Recursive
"sns_rh_flush_reports",1624,Recursive
"sns_sam_algo_req_batch",1624,Recursive
"sns_sam_algo_sensor_change",1624,Recursive
"sns_sam_handle_report_timer",1624,Recursive
"sns_sam_start_dependencies",1624,Recursive
"sns_smgr_dd_init",1624,Recursive
"sns_dd_acc_lis3dsh_enable_sched",1616,Recursive
"sns_dd_acc_lis3dsh_trigger_fifo",1616,Recursive
"sns_dd_als_max44006_handle_irq",1616,Recursive
"sns_dd_als_max44009_reset",1616,Recursive
"sns_dd_als_max44009_set_power_mode",1616,Recursive
"sns_sam_handle_sam_resp",1616,Recursive
"ssm_init_thread",1616,Recursive
"sns_dd_als_max44009_handle_irq",1608,Recursive
"sns_dd_alsprx_als_data_ready",1608,Recursive
"sns_dd_alsprx_isl29028_get_data",1608,Recursive
"sns_dd_alsprx_isl29028_get_data.part.0",1608,Recursive
"sns_dd_alsprx_isl29044a_als_data_ready",1608,Recursive
"sns_dd_alsprx_isl29044a_get_data",1608,Recursive
"sns_dd_alsprx_isl29044a_get_data.part.0",1608,Recursive
"sns_dd_alsprx_tmd277x_set_attrib",1608,Recursive
"sns_sam_gen_gated_sensors",1608,Recursive
"sns_sam_process_output",1608,Recursive
"sns_dd_als_max44009_test",1600,Recursive
"sns_dd_alsprx_als_data_ready",1600,Recursive
"sns_dd_alsprx_ap3216c_get_attrib",1600,Recursive
"sns_dd_alsprx_cm36283_get_attrib",1600,Recursive
"sns_dd_alsprx_isl29028_get_attrib",1600,Recursive
"sns_dd_alsprx_isl29028_set_attrib",1600,Recursive
"sns_dd_alsprx_isl29044a_get_attrib",1600,Recursive
"sns_dd_alsprx_isl29044a_prx_data_ready",1600,Recursive
"sns_dd_alsprx_ltr55x_get_data",1600,Recursive
"sns_dd_alsprx_prx_data_ready",1600,Recursive
"sns_dd_alsprx_prx_data_ready",1600,Recursive
"sns_dd_alsprx_set_powerstate",1600,Recursive
"sns_dd_alsprx_set_powerstate.part.2",1600,Recursive
"sns_dd_alsprx_tmd277x_get_attrib",1600,Recursive
"sns_rh_flush_report.part.6",1600,Recursive
"sns_sam_handle_report",1600,Recursive
"sns_sam_handle_sensor_change",1600,Recursive
"sns_sam_process_algo_report",1600,Recursive
"sns_sam_set_batch_period",1600,Recursive
"sns_smgr_notify_event_in_bigimage",1600,Recursive
"coremain_main",1592,Recursive
"sns_dd_acc_lis3dsh_send_fifo_data",1592,Recursive
"sns_dd_akm8963_init",1592,Recursive
"sns_dd_als_max44009_init_calibration",1592,Recursive
"sns_dd_alsprx_isl29044a_set_attrib",1592,Recursive
"sns_dd_alsprx_isl29044a_set_powerstate",1592,Recursive
"sns_dd_alsprx_isl29044a_set_powerstate.part.2",1592,Recursive
"sns_dd_ams_tmg399x_handle_timer",1592,Recursive
"sns_rh_send_report_indications",1592,Recursive
"sns_sam_handle_sam_enable_resp",1592,Recursive
"bootstrap_rcinit_task",1584,Recursive
"qdss_qmi_ctrl_svc_task_init",1584,Recursive
"sns_dd_alsprx_tmd277x_set_powerstate",1584,Recursive
"sns_rh_sol_deactivate_report",1584,Recursive
"sns_sam_algo_reg_req",1584,Recursive
"sns_sam_mr_ind_cb",1584,Recursive
"sns_sam_reg_handle_resp",1584,Recursive
"sns_smgr_config_odr_lpf",1584,Recursive
"sns_ssm_handle_req_cb",1584,Recursive
"ams_read_status_reg.isra.6",1576,Recursive
"sns_dd_akm8975_handle_timer",1576,Recursive
"sns_dd_als_max44009_get_attrib",1576,Recursive
"sns_dd_ams_tmg399x_handle_irq",1576,Recursive
"sns_dd_gyr_send_fifo_data",1576,Recursive
"sns_rh_sol_activate_report",1576,Recursive
"sns_sam_dep_available",1576,Recursive
"sns_sam_handle_reg_timeout",1576,Recursive
"sns_smgr_turn_off_sensor",1576,Recursive
"qdss_qmi_ctrl_svc_task",1568,Recursive
"rfsa_client_deinit",1568,Recursive
"sns_dd_apds99xx_als_raw_data_ready",1568,Recursive
"sns_rh_rpt_gen_send_buffering_indications",1568,Recursive
"sns_sam_handle_batch_output",1568,Recursive
"sns_sam_reg_req",1568,Recursive
"sns_sam_report_client_error",1568,Recursive
"sns_sam_send_batch_req",1568,Recursive
"sns_sam_send_error_ind.constprop.10",1568,Recursive
"sns_scm_enable_algo",1568,Recursive
"sns_smgr_process_config_filter_done_event",1568,Recursive
"apds9950_dd_als_raw_data_ready",1560,Recursive
"mpu6515_reset",1560,Recursive
"rcinit_task",1560,Recursive
"rfsa_client_init",1560,Recursive
"sns_dd_acc_lis3dsh_enable_md",1560,Recursive
"sns_sam_handle_batch_timer",1560,Recursive
"sns_sam_mr_process_req",1560,Recursive
"sns_dd_gyro3050_init",1552,Recursive
"sns_dd_inertial_test_run",1552,Recursive
"sns_dd_mmc3xxx_handle_timer",1552,Recursive
"sns_rh_rpt_gen_send_query_indication",1552,Recursive
"sns_smgr_fifo_on_event_odr_changed",1552,Recursive
"sns_ssm_sync_proxy_proc_req",1552,Recursive
"ams_build_smgr_message.isra.5.constprop.7",1544,Recursive
"qdss_qmi_ctrl_svc_init",1544,Recursive
"rfsa_init_helper",1544,Recursive
"sns_dd_accel_lis3dsh_parse_and_send_fifo_data",1544,Recursive
"sns_dd_akm099xx_handle_timer",1544,Recursive
"sns_dd_akm8963_handle_timer",1544,Recursive
"sns_dd_als_isl29033_handle_irq",1544,Recursive
"sns_dd_alsprx_tmd277x_handle_timer",1544,Recursive
"sns_dd_gyro3050_get_data",1544,Recursive
"sns_rh_cancel_internal_service",1544,Recursive
"sns_sam_create_new_sensor_req",1544,Recursive
"sns_sam_smgr_handle_enable_resp",1544,Recursive
"sns_smgr_fifo_on_event_fifo_available",1544,Recursive
"yas_retrieval_data",1544,Recursive
"mpu6515_reset_device",1536,Recursive
"sns_dd_ad7146_handle_irq",1536,Recursive
"sns_dd_als_isl29033_handle_timer",1536,Recursive
"sns_dd_als_max44006_get_data",1536,Recursive
"sns_dd_alsprx_isl29147_handle_timer",1536,Recursive
"sns_sam_handle_batch",1536,Recursive
"sns_sam_init_dep_met",1536,Recursive
"sns_smgr_sampling_cycle",1536,Recursive
"mpu6515_set_dmp_wm",1528,Recursive
"rcinit_handshake_init",1528,Recursive
"rcinit_handshake_startup",1528,Recursive
"rcinit_init",1528,Recursive
"sns_dd_alsprx_tmd277x_handle_irq",1528,Recursive
"sns_dd_apds99xx_als_rsp",1528,Recursive
"sns_dd_atm_zpa2326_init",1528,Recursive
"sns_dd_bmi160_get_data",1528,Recursive
"sns_dd_gyr_parse_and_send_fifo_data.isra.0",1528,Recursive
"sns_dd_hall_bu52061_handle_irq",1528,Recursive
"sns_dd_hall_bu52061_handle_timer",1528,Recursive
"sns_hw_update_ssi_reg_items",1528,Recursive
"sns_rh_mr_init",1528,Recursive
"sns_rh_sol_update_sensor_when_item_changed",1528,Recursive
"sns_sam_handle_enable_resp_err",1528,Recursive
"sns_scm_req_sensor_data",1528,Recursive
"sns_smgr_fifo_configure",1528,Recursive
"tmd277x_read_status_reg",1528,Recursive
"apds9950_dd_als_rsp",1520,Recursive
"apds9950_dd_prxcomm_rsp",1520,Recursive
"curve_fit_spheroid",1520,Recursive
"sns_dd_akm8975_init",1520,Recursive
"sns_dd_als_isl29033_data_ready",1520,Recursive
"sns_dd_als_max44009_prepare_data",1520,Recursive
"sns_dd_alsprx_cm36283_set_attrib",1520,Recursive
"sns_dd_alsprx_tmd277x_get_data",1520,Recursive
"sns_dd_apds99xx_prxcomm_rsp",1520,Recursive
"sns_mgt_akm_self_test_result",1520,Recursive
"sns_rh_rpt_gen_generate_periodic_report",1520,Recursive
"sns_sam_handle_batch_send_ind",1520,Recursive
"sns_sam_prep_algo_disable_resp",1520,Recursive
"sns_sam_prep_algo_error_ind",1520,Recursive
"sns_sam_prep_algo_report_ind",1520,Recursive
"sns_sam_prep_algo_report_resp",1520,Recursive
"sns_sam_service_reg",1520,Recursive
"sns_scm_process_init_events",1520,Recursive
"sns_smgr_update_sampling_setting",1520,Recursive
"mpu6515_get_data",1512,Recursive
"qup_manager_init",1512,Recursive
"rcinit_internal_process_groups",1512,Recursive
"sns_dd_acc_lis3dsh_set_datarate",1512,Recursive
"sns_dd_akm8963_reset",1512,Recursive
"sns_dd_alsprx_ap3216c_handle_irq",1512,Recursive
"sns_dd_alsprx_ap3216c_set_attrib",1512,Recursive
"sns_dd_alsprx_async_notify",1512,Recursive
"sns_dd_alsprx_cm36283_handle_irq",1512,Recursive
"sns_dd_alsprx_cm36283_read_status_reg",1512,Recursive
"sns_dd_alsprx_isl29044a_async_notify",1512,Recursive
"sns_dd_alsprx_ltr55x_get_attrib",1512,Recursive
"sns_dd_ap3216c_read_status_reg",1512,Recursive
"sns_dd_bmi160_fifo_flush",1512,Recursive
"sns_dd_bmi160_init",1512,Recursive
"sns_dd_bmi160_trigger_fifo_data",1512,Recursive
"sns_dd_hall_bu52061_handle_indication",1512,Recursive
"sns_dd_lsm303d_get_data",1512,Recursive
"sns_dd_rht_shtc1_handle_timer",1512,Recursive
"sns_sam_client_send",1512,Recursive
"sns_sam_prep_algo_disable_err",1512,Recursive
"sns_sam_prep_algo_enable_err",1512,Recursive
"sns_sam_prep_algo_enable_resp",1512,Recursive
"sns_sam_prep_algo_report_err",1512,Recursive
"sns_scm_disable_algo",1512,Recursive
"apds9950_dd_async_notify",1504,Recursive
"read_settings_reg_factory_defaults",1504,Recursive
"reconnect_userspace",1504,Recursive
"sns_dd_ad7146_notify_data",1504,Recursive
"sns_dd_akm8975_reset",1504,Recursive
"sns_dd_als_bh1721_handle_timer",1504,Recursive
"sns_dd_alsprx_ap3216c_get_data",1504,Recursive
"sns_dd_alsprx_async_notify.part.1",1504,Recursive
"sns_dd_alsprx_async_notify.part.1",1504,Recursive
"sns_dd_alsprx_cm36283_get_data",1504,Recursive
"sns_dd_alsprx_cm36283_set_powerstate",1504,Recursive
"sns_dd_alsprx_init_data_struct",1504,Recursive
"sns_dd_apds99xx_async_notify",1504,Recursive
"sns_dd_atm_zpa2326_self_test",1504,Recursive
"sns_dd_gyro3050_config",1504,Recursive
"sns_dd_gyro3050_reset",1504,Recursive
"sns_debug_init",1504,Recursive
"sns_sam_create_ind",1504,Recursive
"alps_prs_handle_timer",1496,Recursive
"connect_userspace.constprop.3",1496,Recursive
"mpu6515_enable_sched_data",1496,Recursive
"mpu6515_reset_sub_dev",1496,Recursive
"smgr_send_reg_message_for_fac_cal",1496,Recursive
"smr_service_register",1496,Recursive
"sns_dd_acc_mc3410_report_data",1496,Recursive
"sns_dd_acc_mma8452_report_data",1496,Recursive
"sns_dd_akm8975_self_test",1496,Recursive
"sns_dd_al3320b_read_status_reg",1496,Recursive
"sns_dd_alsprx_al3320b_get_data",1496,Recursive
"sns_dd_alsprx_al3320b_handle_irq",1496,Recursive
"sns_dd_alsprx_ap3216c_set_powerstate",1496,Recursive
"sns_dd_alsprx_isl29044a_init_data_struct",1496,Recursive
"sns_dd_alsprx_isl29044a_req_data",1496,Recursive
"sns_dd_alsprx_ltr55x_enable_sched_data",1496,Recursive
"sns_dd_alsprx_req_data",1496,Recursive
"sns_dd_atm_zpa2326_set_attr",1496,Recursive
"sns_dd_gyr_handle_timer",1496,Recursive
"sns_dd_inertial_test_handle_timer",1496,Recursive
"sns_dd_ltr55x_als_set_cycle_time",1496,Recursive
"sns_dd_ltr55x_disable_interrupt",1496,Recursive
"sns_dd_ltr55x_enable_interrupt",1496,Recursive
"sns_dd_ltr55x_prx_set_cycle_time",1496,Recursive
"sns_dd_press_lps331ap_init",1496,Recursive
"sns_hw_bd_config",1496,Recursive
"sns_rh_process_restricted_smgr_request",1496,Recursive
"sns_sam_process_disc_q",1496,Recursive
"sns_scm_process_reg_msg",1496,Recursive
"sns_smgr_fifo_set_wm_and_intr",1496,Recursive
"write_settings_reg",1496,Recursive
"DOG_HB_INVOCATION",1488,Recursive
"DOG_SW_INVOCATION",1488,Recursive
"atm_sensor_autozero",1488,Recursive
"atm_sensor_exit",1488,Recursive
"atm_sensor_init",1488,Recursive
"qup_manager_qmi_service_thread",1488,Recursive
"rcevt_wait_count_name",1488,Recursive
"rcevt_wait_name",1488,Recursive
"sns_dd_akm8963_config_pwr_mode",1488,Recursive
"sns_dd_akm8963_set_attr",1488,Recursive
"sns_dd_akm8975_config_pwr_mode",1488,Recursive
"sns_dd_akm8975_set_attr",1488,Recursive
"sns_dd_als_max44009_enable_sched_data",1488,Recursive
"sns_dd_alsprx_als_convert_to_mlux",1488,Recursive
"sns_dd_alsprx_als_init",1488,Recursive
"sns_dd_alsprx_als_query",1488,Recursive
"sns_dd_alsprx_ap3216c_als_query",1488,Recursive
"sns_dd_alsprx_ap3216c_prx_query",1488,Recursive
"sns_dd_alsprx_cm36283_als_query",1488,Recursive
"sns_dd_alsprx_cm36283_prx_query",1488,Recursive
"sns_dd_alsprx_isl29044a_als_query",1488,Recursive
"sns_dd_alsprx_isl29044a_prx_query",1488,Recursive
"sns_dd_alsprx_prx_query",1488,Recursive
"sns_dd_alsprx_req_data.isra.5",1488,Recursive
"sns_dd_alsprx_tmd277x_als_query",1488,Recursive
"sns_dd_alsprx_tmd277x_init_data_struct",1488,Recursive
"sns_dd_alsprx_tmd277x_prx_query",1488,Recursive
"sns_dd_alt_bmp085_handle_timer",1488,Recursive
"sns_dd_mag099xx_notify_smgr_err.constprop.5",1488,Recursive
"sns_dd_mag8963_notify_smgr_err.constprop.5",1488,Recursive
"sns_dd_mag8975_notify_smgr_err.constprop.2",1488,Recursive
"sns_mgt_akm_get_sensitivity_data_8963",1488,Recursive
"sns_rh_sol_process_buffering_query_request",1488,Recursive
"sns_sam_client_init",1488,Recursive
"sns_scm_switch_smgr_data_req",1488,Recursive
"sns_smgr_fifo_on_event_fifo_wm_int",1488,Recursive
"sns_smgr_update_reg_data",1488,Recursive
"sns_smr_msg_alloc",1488,Recursive
"ams_tmd277x_set_reg_values_from_nv",1480,Recursive
"atm_sensor_get_parameter",1480,Recursive
"atm_sensor_set_odr_time_count",1480,Recursive
"rfsa_qmi_core_connect_userspace",1480,Recursive
"sns_dd_akm8963_self_test",1480,Recursive
"sns_dd_als_max44009_log_nvparams",1480,Recursive
"sns_dd_als_max44009_read",1480,Recursive
"sns_dd_alsprx_common_init",1480,Recursive
"sns_dd_alsprx_isl29044a_als_init",1480,Recursive
"sns_dd_alsprx_isl29044a_prx_init",1480,Recursive
"sns_dd_alsprx_prx_binary",1480,Recursive
"sns_dd_alsprx_prx_init",1480,Recursive
"sns_dd_ams_tmg399x_set_attrib",1480,Recursive
"sns_dd_apds9950_get_data",1480,Recursive
"sns_dd_atm_zpa2326_reset",1480,Recursive
"sns_rh_generate_sensor_event_ind",1480,Recursive
"sns_rh_rpt_gen_pack_query_sample",1480,Recursive
"sns_rh_sol_update_sensor_status",1480,Recursive
"sns_sam_init_modem_qmi_client",1480,Recursive
"sns_scm_process_reg_data",1480,Recursive
"sns_scm_stop_sensor_data",1480,Recursive
"sns_smgr_req_reg_data",1480,Recursive
"sns_smr_get_qmi_service_info",1480,Recursive
"tmd277x_als_sensor_samples",1480,Recursive
"atm_sensor_set_parameter",1472,Recursive
"atm_sensor_set_res_conf",1472,Recursive
"atm_sensor_software_reset",1472,Recursive
"matrix_float_sq_inverse",1472,Recursive
"qdss_qmi_ctrl_svc_process_rqst_cb",1472,Recursive
"rcevt_wait_count_handle",1472,Recursive
"rcevt_wait_handle",1472,Recursive
"smgr_get_data",1472,Recursive
"sns_dd_acc_lis3dh_get_data",1472,Recursive
"sns_dd_acc_lis3dsh_biastest",1472,Recursive
